docId,filename,0 â dream good,1 ye oâ aâ,2 â 1 ft,3 jack de water,4 â man œ,5 â love iâ,6 fo faid 1,7 â god lord,8 â œ time,9 â oâ ye
32,104184137.txt,9.921466422398197E-5,0.01583947430770159,0.08216011795290781,5.126414236124562E-5,1.4882338294122647E-4,0.18304323489363408,0.30145072941906725,0.41690164305736527,1.0643764602279873E-4,1.9906053377466296E-4
33,104184138.txt,0.11972712459483768,0.0406219121353512,0.0358416609441775,4.827371083162942E-5,0.38969119000168706,0.28705578620920025,1.0670099860828578E-4,6.501888695185462E-5,0.029761476048581693,0.09708085646977284
34,104184139.txt,1.503675787952414E-4,1.3660189987404618E-4,0.10701588386746053,7.769481483576697E-5,0.008182006640991633,0.7150212545681633,0.16884853868076372,1.046455782148434E-4,1.613145722993291E-4,3.016917986015749E-4
35,104184140.txt,2.2856644057753846E-4,0.02923376355202852,0.06107821256527835,1.1810010788644935E-4,3.4285285526735476E-4,0.5111842745288772,0.23730770076439103,1.590666520428278E-4,2.4520643279063345E-4,0.16010225610086012
36,104184141.txt,1.2625799836032698E-4,1.1469947570147803E-4,0.020377573804720765,6.523741276367891E-5,1.8938876209823196E-4,0.6311078230020767,0.34219779606620143,8.78669547552979E-5,1.3544977692698005E-4,0.005597906746395078
37,104184142.txt,1.7043753741422215E-4,0.007369572140166157,0.0022564062706871614,8.806494735473629E-5,2.556586881238993E-4,0.561548585380751,0.3573241652518986,1.1861290043455641E-4,0.06872285307610727,0.002145643807062375
38,104184143.txt,7.134749585295561E-5,0.45913344305468795,0.018310645616331327,3.686519742955696E-5,1.0702224091844858E-4,0.15805715382691327,0.12164406493691374,0.021190971348263515,7.654170447088374E-5,0.22137194457821832
39,104184144.txt,1.6801319517337812E-4,1.5263211556957443E-4,4.462822462462012E-4,8.681229154282488E-5,2.5202214088048774E-4,0.5571170475454083,0.2420037450426601,1.1692572360018535E-4,1.802448169824153E-4,0.1994762748819365
40,104184145.txt,6.457070103650664E-5,0.10119157247703038,0.10677107181486811,3.3363632646360164E-5,0.4176117884106239,0.04259483836560628,0.33080570355088335,4.49368035306615E-5,6.927154845630561E-5,8.128826953181242E-4
41,104184147.txt,1.5556614886486254E-4,0.046237875522711615,0.05968021408568821,8.038091207964144E-5,2.3335139746016555E-4,0.7035225462293742,0.17633234552395102,0.006693484994888098,0.0034595023896025015,0.003604732795379726
42,104184148.txt,1.401115050139394E-4,1.2728473739128776E-4,0.0759926217455383,7.239550922903574E-5,2.101692156926214E-4,0.6039763594224639,0.2136765911059621,9.750805043353948E-5,0.0031158197971950193,0.10259113891108027
43,104184149.txt,1.1243666384799317E-4,1.0214344089459668E-4,0.06812183145852718,5.809593961951629E-5,1.6865656716539212E-4,0.7535918102532244,0.14648368041526222,0.016736571551286928,0.014399185058569788,2.2558865160190515E-4
44,104184150.txt,0.0020030245361931935,0.001987193076019286,0.00960980838618259,0.014730087628698495,0.013070043396495156,0.48924603507746783,0.4247787697936223,0.044042549518078455,1.8552264958726715E-4,3.4696593765537405E-4
45,104184151.txt,1.0134277361718638E-4,9.206516142328897E-5,0.14183618627127553,0.006487227199421796,0.01623917423811845,0.5687713278717238,0.26609009784989307,7.052765781051505E-5,1.0872068508827723E-4,2.0333029162805644E-4
46,104184152.txt,1.2139206934254298E-4,1.102790071815541E-4,0.0696936723988142,6.27231909010291E-5,1.8208980056625863E-4,0.5746688899444407,0.3469947728687096,8.448060006568906E-5,0.001414881947751659,0.006666818172226835
47,104184153.txt,1.5817011194576544E-4,1.4369013565420188E-4,0.1175904960779175,0.06368849288606862,0.003584981931538441,0.5127612092772086,0.28306336728199816,0.018522560650928374,1.6968514199335914E-4,3.1734650474694317E-4
48,104184154.txt,1.6224371649545743E-4,1.4739081451916672E-4,0.06567588912822844,8.383120625056015E-5,2.4336784223047146E-4,0.7079661787855708,0.21652375353637848,1.1291055997856877E-4,1.7405531128726655E-4,0.008910379099060799
49,104184155.txt,1.249226779952139E-4,0.1376031105970608,0.10873710439612821,6.454745373564158E-5,1.8738576288837916E-4,0.5424681795450013,0.15481849861918867,8.693766286386167E-5,1.3401724316334124E-4,0.055775296041974586
50,104184156.txt,1.409474666818088E-4,0.22386814703948718,0.09285363187619057,7.282744999389539E-5,2.1142316987766657E-4,0.301801785041029,0.16722024975967575,9.808982273313046E-5,1.512086613791341E-4,0.2135816897129518
51,104184157.txt,4.104119672420638E-5,0.40569728933876315,5.433404815040305E-4,2.1205955470411626E-5,0.5911785508700445,1.451380555225182E-4,4.687223306755235E-5,2.856187348525444E-5,4.78354547160302E-4,0.0018196454482582174
52,104184158.txt,0.0020382699353551307,0.0016347161713631609,1.0042262149811025E-4,1.953453888949746E-5,5.671012968959231E-5,1.3369852605352284E-4,4.317784506212195E-5,2.631067622173872E-5,4.406514725313381E-4,0.9955065080833359
53,104184159.txt,1.2297182984079042E-4,0.15497479565460714,3.2664187113233003E-4,6.353945196195453E-5,0.08477353759857789,0.07331162172099523,1.4044337712114746E-4,8.558000561643736E-5,0.03657029649000276,0.6496305720001443
54,104184160.txt,0.0011553428043932236,3.205002979173267E-5,9.371133482843074E-5,1.822903731533384E-5,5.29201675103166E-5,0.001244826417904114,4.0292251242044665E-5,2.45523224966218E-5,0.010491769739346301,0.986846305895172
55,104184161.txt,0.026320136826669616,8.339006822002933E-5,0.0021866651265180707,4.742961785649464E-5,0.11476526615240279,0.10815225215302034,0.001076255395908166,6.388199515750796E-5,0.08461202698923269,0.6626926956750143
56,104184162.txt,4.967249756374194E-4,0.09307611658526525,0.0010215926373179803,2.215874200644317E-5,0.029563914868909635,0.0024208580897038473,4.897820903467201E-5,2.9845162443328374E-5,0.049060704851417454,0.8242591058782641
57,104184163.txt,2.613640540683261E-5,0.23042569838136467,3.460173735664279E-4,1.3504661010214134E-5,0.11122958406346221,9.24287633371702E-5,2.9849804186010442E-5,1.818915538954008E-5,0.03183623219963324,0.6259823591926438
58,104184164.txt,3.338517875251209E-5,3.836332378250401E-4,0.026939810730320563,1.7250096744375422E-5,5.007823471366876E-5,0.002237889522774048,3.914328333246252E-4,3.7653817438508113E-4,3.581567166770507E-5,0.9695341663194925
59,104184165.txt,3.6393986908857414E-5,3.30622318692174E-5,4.818165148495033E-4,4.0395034004042386E-4,5.459148899871657E-5,0.03363637037794228,4.156475865245133E-5,2.5327732441624912E-5,3.904352573545268E-5,0.9652478790425616
60,104184166.txt,3.600569869455814E-5,3.270949021974116E-5,0.0050491136192254114,1.860411742690533E-5,0.9896057162178277,0.0046997681392268705,4.112130336530847E-5,2.50575103297514E-5,4.196634374471616E-4,7.224046623680414E-5
61,104184167.txt,3.216907303538895E-5,0.007859222663181478,0.01404327209704642,1.6621735835264407E-5,0.9675637292392619,4.541974046816743E-4,3.673957898972601E-5,0.003086299963545743,3.4511031563766014E-5,0.006873237212858781
62,104184168.txt,0.008471390890825797,1.1932303563049258E-4,0.1337895840617744,0.0014578743809025869,1.9702306283141108E-4,0.1867254665429456,1.5000902532163725E-4,9.140889013561713E-5,1.409097858517242E-4,0.6688570103237806
63,104184169.txt,0.005121826365995169,0.01011462838063839,0.08912828619546832,6.107551404916092E-5,0.01143545856162975,0.07046873783343979,1.349972526928668E-4,8.22613773641558E-5,1.268085965276862E-4,0.8133259199221946
64,104184170.txt,1.6741784780088519E-4,1.5209127037662032E-4,0.007531612959674473,8.650467600336219E-5,2.511291115012869E-4,0.05374389705623395,0.003734660227864222,1.1651140243778874E-4,1.796061273956527E-4,0.9340365693207117
65,104184171.txt,0.03943066821103187,1.3488477286789654E-4,0.07424490935116526,7.671816762284165E-5,2.227181946832816E-4,0.10580134674426935,0.004883435629149782,1.0333015179257157E-4,1.592867995609114E-4,0.7749427019778562
66,104184172.txt,0.026128944772226537,1.591400945049911E-4,0.04495748430493299,9.051382291836571E-5,0.18750066403244986,0.2768417385388144,2.0006573198667795E-4,1.2191124151270811E-4,1.8793015546941861E-4,0.463811607305184
67,104184173.txt,0.0018078240012910157,0.0463906217842401,0.07969829424824004,8.064644944872719E-5,0.13732886941865813,0.24335832080557304,1.782555461792614E-4,1.0862107531082176E-4,0.19342148409073956,0.2976270625803193
68,104184174.txt,3.024578610378523E-4,2.74768795112889E-4,0.02640989522699732,1.5627974924672887E-4,0.17969916708119982,0.5260027916371905,3.45430359912433E-4,2.1049004052283408E-4,3.2447726353518385E-4,0.2662742419852444
69,104184175.txt,0.04488725535514335,0.002810848049055897,0.049885523123387426,1.5104788475383838E-5,0.6005226153786815,0.003506402743019471,3.4275228929463706E-4,0.017344821844787403,0.24597706896380395,0.03470760746435111
70,104184176.txt,0.12252195010562691,2.34198119111573E-5,0.06472681221408577,1.332044394407118E-5,0.5424047869068356,0.02491778596193699,2.9442623039595176E-5,1.7941037140666963E-5,0.22537695871495364,0.019967582180525665
71,104184177.txt,0.666717539799047,2.963777439816559E-5,0.013551552839524665,3.621107338892952E-4,0.021454667178094383,0.0042584175692847205,3.725964250473067E-5,0.1336358904248874,0.15988746760274933,6.545643562040332E-5
72,104184178.txt,0.19580349452629967,3.219426822911422E-5,9.413307473283728E-5,1.8311075549757322E-5,0.3169573868635049,0.15126426464556963,4.047358309713194E-5,0.22879576270606514,0.01053898705809465,0.09645499219885725
73,104184179.txt,2.5992617892553185E-5,0.3510146261177308,0.0017194704185834514,1.3430366109763237E-5,3.898929010670761E-5,0.061432826157630176,0.14279170421537055,1.8089089087399678E-5,2.7884920884353557E-5,0.4429169868066043
74,104184180.txt,0.5535850617514724,2.9134829006904793E-5,0.03300648744666389,1.6570963852262498E-5,0.0950786630491834,0.0072407069189829275,3.662735597653107E-5,0.29359885935653607,0.017343542671543928,6.434565678183849E-5
75,104184181.txt,0.33647832420095236,0.0068744266711310105,0.004122982756001379,0.1682443627355024,0.053199210249116016,0.0011013383330144425,3.5567644092677917E-4,0.059540303239037126,0.3661627815823392,0.003920593791979332
76,104184182.txt,0.13090579498916238,4.8658380725322364E-4,0.007090994797941332,2.7675338953176993E-4,0.2218659085214364,0.3193171986359739,6.117172788779993E-4,3.727535554552552E-4,0.15361786307674047,0.16545443194762724
77,104184183.txt,0.12678521084941818,2.536430040681365E-5,0.02755301607015691,1.4426407139016486E-5,0.3046730382984832,6.896804686818904E-4,3.188717050221441E-5,0.2833766372099318,0.244975859372361,0.011874879852919115
78,104184184.txt,2.5570593664910296E-5,2.3229686236356003E-5,0.0717782950180928,0.12340917585833225,3.089614310947959E-4,9.042782714210116E-5,0.4516692544102503,0.040879178056391505,0.31176460325092753,5.13038678675656E-5
79,104184185.txt,3.253457773113123E-5,2.9556139463575684E-5,0.030040757489115968,1.681059183657018E-5,0.3553692262040417,0.0014922662001487827,3.7157013729781055E-5,0.4576009784168397,0.14188763050961237,0.013493082857480448
80,104184186.txt,0.1280652723229253,0.14000331667744448,5.975857460883107E-4,0.001934071350266768,0.019652878255842724,0.008280308268626555,5.1551797302058165E-5,0.0028975357902876584,0.19685549600123803,0.5016619837899782
81,104184187.txt,3.2301029739698925E-5,0.01985555210670081,0.01922834485645191,1.6689917765104896E-5,0.007568737840218117,1.1422933593527148E-4,3.689028379107005E-5,2.2479313433971556E-5,0.020202691904301122,0.932922083411663
82,104184188.txt,0.27621436590296494,0.003017758060531188,0.06391344119557908,0.31090631643129607,0.046704775296461505,0.006469371816523518,4.0277213569536196E-5,0.04555677304164382,0.24710616344259811,7.075759883227141E-5
83,104184189.txt,0.18845089744275445,2.951549040713162E-5,0.02415434534288526,0.03749417146744098,0.2297266481291561,0.04481269444325597,3.7105911062930526E-5,0.262020469464686,0.21320896594274613,6.518636560505777E-5
84,104184190.txt,0.09452380105271947,2.591251660149863E-4,0.19431246968600255,1.1651582141324823E-5,0.45917626720687554,0.03229608147549862,2.5753881945848816E-5,1.5693280856309838E-5,0.18950397280076522,0.029875183867180126
85,104184191.txt,0.03929454358384699,1.1593876545335047E-4,0.0016895777673949749,0.0014165257782355648,1.9143504479091842E-4,0.3853676195681544,1.4575443132798228E-4,0.02439931927200097,0.11898826099288694,0.42839102479590785
86,104184192.txt,0.008391632354377572,0.3226154346974631,1.1030855909893042E-4,2.1457584012612485E-5,0.061149897021129544,0.0010258185878156579,4.742841605553154E-5,4.683799534897129E-4,4.455150572001921E-5,0.6061250913208375
87,104184193.txt,0.02034003235351247,0.13042376394584695,0.09269779640488884,4.300170895785381E-5,1.2483696214529526E-4,0.1341653949919638,9.504811643068369E-5,5.791813401747715E-5,8.928269284558545E-5,0.621962924689391
88,104184194.txt,0.041443227733722235,1.1084861491481981E-4,0.0054892622212113435,6.304716565837806E-5,0.069912569928899,0.8371859834536376,1.3935526022920187E-4,8.491695512852638E-5,0.045325974223776454,2.4481444282239604E-4
89,104184195.txt,0.050194644902660505,0.24423646761300494,5.143018114556119E-4,2.0072609502406164E-5,0.0012916114601759351,0.004659625199882657,4.436716054522985E-5,2.7035392671958325E-5,0.025530687601228518,0.6734811862488723
90,104184196.txt,4.023729687937788E-5,0.13502088500656476,0.006919968925803217,2.0790581025395764E-5,0.014538171222054684,9.939313044191067E-4,4.5954117030561986E-5,2.8002414027551427E-5,0.030702068382760062,0.8116899907494354
91,104184197.txt,0.0010177357429577711,0.0233265391737188,2.3339552304668012E-4,4.540086539839801E-5,1.3180188072661032E-4,0.10073654639322134,1.0035105220283563E-4,6.114950941208117E-5,0.0066033444514670536,0.8677437354078484
92,104184198.txt,0.00998873848614618,0.7863060787923115,0.01591397895614365,1.1060348417248163E-5,0.025630031605000173,0.007098138324475623,0.0016101590803084052,6.944878266771228E-4,2.2964149900883616E-5,0.15272436243061918
93,104184199.txt,3.7358000964453015E-5,0.05656862164114015,9.92315667140266E-5,1.9302850992367214E-5,0.04354425571407054,1.321128049609503E-4,4.2665737549287986E-5,0.02967705647763827,0.17320225560738403,0.696677139598586
94,104184200.txt,0.11335274768054698,6.060995256850868E-4,0.06574348707732618,0.00669747378544745,0.15085099593755788,9.710200911184268E-5,3.135902562585823E-5,1.9108808433679054E-5,0.5756638135279448,0.08693781262232028
95,104184201.txt,0.06545302294381126,0.31687401832279205,0.045971413578872744,0.014259320819122432,0.30158703428333183,3.5198437472918123E-4,2.8471668057142113E-5,1.734937995785824E-5,0.10977709457026592,0.1456802900590596
96,104184202.txt,2.1751748486808185E-4,0.014009100481061345,0.11106974549232032,1.1239112078395843E-4,3.262792672850689E-4,0.691344030552044,0.10843847415190466,1.5137733252228982E-4,2.3335309592835478E-4,0.07409773102128206
97,104184203.txt,0.9006402340241513,2.86869634621036E-5,0.005096542173425219,0.023408748861041787,0.03313095045009815,0.035534498304827716,3.60643140333239E-5,2.197600385856916E-5,0.001370587162728168,7.31711742373692E-4
98,104184204.txt,0.06294177939733793,4.2425360429864815E-4,0.002833062315530889,1.907659450936128E-5,0.21377561688792754,1.305642576182633E-4,4.2165635272863984E-5,0.4087119225237947,0.3110474836717363,7.407511197353019E-5
99,104184205.txt,3.2862704585368624E-5,0.00594203254074134,0.0018261669852455567,1.698013473529127E-5,0.9915563751936782,1.162156424137161E-4,3.853069549790285E-4,2.2870200814514383E-5,3.5255160568933137E-5,6.593448223817407E-5
100,104184206.txt,0.300289675469549,3.6225927774951016E-4,0.004754420460134105,0.06106877958248442,4.728814750565911E-5,1.1148547280554891E-4,3.600415512096488E-5,0.12145968014645055,0.5118071564488654,6.32508393348979E-5
101,104184207.txt,1.532948180950201E-4,1.3926115962232112E-4,0.29728234885087085,0.00656828189746714,2.2994436956171559E-4,0.4969563170650372,0.15915740180100488,1.0668273709944368E-4,0.039098902400895696,3.0756490034573495E-4
102,104184208.txt,2.0612964951771413E-4,1.872591283978439E-4,0.14888288415971312,0.0022879093247909327,3.091973551052991E-4,0.6529682414284828,0.15511497865101742,0.03940869339525625,2.211362084604701E-4,4.135706992582064E-4
103,104184209.txt,1.6421741327691175E-4,1.4918382556770586E-4,0.1255620389593079,8.485101389264405E-5,2.463284149866633E-4,5.80738329978842E-4,1.8754903568214156E-4,0.026182167284017847,1.7617269626280318E-4,0.8466667530270264
104,104184210.txt,1.1864847264317574E-4,1.0778657813119296E-4,0.17735726295706913,6.130557655058705E-5,0.002689209898114419,0.024276325908429538,1.3550576753917947E-4,8.257124390464734E-5,1.2728626590752986E-4,0.7950440973317106
105,104184211.txt,0.01947154576198943,6.937290011928478E-5,0.12707965555034495,0.008928915515058774,0.06476515337614926,0.22008211541078215,0.3799095275041718,0.17865044488274345,8.192316301768157E-5,9.613459356232595E-4
106,104184212.txt,0.13352542719250407,2.3387908467761777E-5,0.05292336039987816,1.3302298280434553E-5,0.13462809325843728,9.083887443905943E-4,2.940251507198541E-5,0.3373089509870374,0.33922579172926337,0.001413894966668984
107,104184213.txt,4.26144217311405E-5,3.871320544726263E-5,0.002819040308853567,2.2018839647892394E-5,0.3396476532324562,0.003758496890102514,4.866897816951048E-5,0.5078268428009376,0.14571045136553962,8.549995711469604E-5
108,104184214.txt,0.19973892659400183,1.1817320436765613E-4,0.09120196727140319,6.721315911682082E-5,0.04287011889963725,0.10095274987935586,1.4856349499204878E-4,0.5163202991120518,0.04832099723776829,2.609911473051436E-4
109,104184215.txt,0.013795653502656904,0.02453805670969112,0.1260524359774942,0.09286747815233581,0.03831712031006975,0.4007590554834956,0.29835872539252556,0.0047565607425760015,4.357484368467126E-5,5.113388854704779E-4
110,104184216.txt,1.1659882289474139E-4,1.059245673709229E-4,0.08174889543102319,6.02465240676071E-5,0.005110607848950671,0.564316977276206,0.1765847253737739,0.003782925816271295,0.07909641515920078,0.08907668318024083
111,104184217.txt,0.0010625880378794938,0.03964730146084712,0.4983398704095989,0.35500614689363563,0.002949624847334479,0.03552758069219773,0.045283451839890076,0.021705596486021862,2.114403909314374E-5,4.566952935015735E-4
112,104184218.txt,2.610752077864873E-5,2.3717459361508426E-5,0.20590339085285997,0.48987088378938637,3.916164604171178E-5,9.232661576098545E-5,0.23763690022552092,1.816905365855498E-5,0.06467923786085425,0.0017101049757771271
113,104184219.txt,0.0013645646951873707,2.2993246749865628E-5,0.260953980933192,0.2831314511262076,3.7965845196275225E-5,0.028749550888044796,0.3099323670090946,1.7614261612721643E-5,0.10957816022400273,0.006211351770712077
114,104184220.txt,0.004297461870699172,8.785517775674941E-4,0.22954283200500603,0.27332967847901135,4.035463983860625E-5,0.034829019286579846,0.30665686335486086,1.8722543373645396E-5,0.15006783526639422,3.3868077666883656E-4
115,104184221.txt,3.357497370995147E-5,3.0501290462659674E-5,0.1816540773186163,0.12615342936913185,0.1048676698470287,0.04702003794452931,0.45554948918564253,2.336589154109081E-5,0.08460049062738248,6.736355195523309E-5
116,104184222.txt,2.454761599768252E-5,0.01690795791442226,0.2694563870418167,1.2683734717818115E-5,0.5032294169199276,0.0063215144979033265,0.20369504333693744,1.7083466332668785E-5,2.861140676122298E-4,4.925140433235466E-5
117,104184223.txt,0.02685065427242051,2.6772364373484565E-5,0.3453230553308036,0.06550881609906109,0.004722319312823502,0.004470457913864284,0.30660602791315134,0.20086751504663,0.04494150524064797,6.828765062243103E-4
118,104184224.txt,0.15398073869819326,3.423576394438748E-5,0.020838544582399452,0.002811185608282948,0.041533413918836845,0.1708266052462145,0.4666579932354307,0.09374803356061681,0.04949363807166751,7.561131441367025E-5
119,104184225.txt,0.1872052289442834,3.1753645755018156E-5,0.017108324318173506,1.8060463504325033E-5,0.1043647186641618,0.04229240686892346,0.48387138257127393,0.023698035997960498,0.13912054870734225,0.0022895398186219217
120,104184226.txt,0.05758851229637655,3.2291150616566006E-5,9.441634990944301E-5,1.836617916955217E-5,0.12832496391529027,0.18595031473411242,0.51613648331108,0.07826667922965408,0.03351665629048253,7.131654330875884E-5
121,104184227.txt,0.0126710195535886,8.306729525093366E-5,0.21312810449440067,4.7246034860277155E-5,0.011749079811436676,0.5480189820171509,0.21395731297308068,6.363473092462187E-5,9.809501345019282E-5,1.8345807585640815E-4
122,104184228.txt,1.2426555398299094E-4,1.1288943334049751E-4,0.2528218843790069,6.42079182529075E-5,1.864000676862047E-4,0.6342990907731967,0.08693597924871642,8.648034937401978E-5,1.333122795014357E-4,0.025235489996941994
123,104184229.txt,1.272783739690245E-4,0.09844262407131298,0.11886925628494903,6.576464007302223E-5,0.004231754858902564,0.5176770535894186,0.16716656324227525,8.857706657876402E-5,1.365444374663098E-4,0.09319458343505438
124,104184230.txt,1.4052824263562948E-4,1.276633239943837E-4,0.022680738433558598,0.010482760066389854,2.1079432794940216E-4,0.6251059177144375,0.3243622844426939,9.779807139241267E-5,0.012048072321908044,0.004743443055040287
